id,char1,char2,char3,char4,example,mean,py1,py2,py3,py4,pytone1,pytone2,pytone3,pytone4,source
11755,纸,上,谈,兵,新近有个大挑知县上了一个条陈，其中有些话都是窒碍难行，毕竟书生之见，全是～。（清·李宝嘉《官场现形记》第三十一回）,在纸面上谈论打仗。比喻空谈理论，不能解决实际问题。也比喻空谈不能成为现实。,zhi,shang,tan,bing,zhǐ,shàng,tán,bīng,《史记·廉颇蔺相如列传》记载：战国时赵国名将赵奢之子赵括，年轻时学兵法，谈起兵事来父亲也难不倒他。后来他接替廉颇为赵将，在长平之战中。只知道根据兵书办，不知道变通，结果被秦军大败。
11756,纸,醉,金,迷,我来到日本不久，听的不多，见的不广，但在五光十色、～的纷乱生活中，有些事物给我的刺激特别深。（杨朔《樱花雨》）,原意是让闪光的金纸把人弄迷糊了。形容叫人沉迷的奢侈繁华环境。,zhi,zui,jin,mi,zhǐ,zuì,jīn,mí,宋·陶穀《清异录·居室》：“（痈医孟斧）有一小室，窗牖焕明，器皆金饰，纸光莹白，金彩夺目，所亲见之，归语人曰：‘此室暂憩，令人金迷纸醉。’”
11757,指,不,胜,屈,《春秋》之义，不以父命辞王命，不以家事辞王事。象这样的，～。（清·曾朴《孽海花》第一回）,指：手指；屈：弯曲。扳着指头数也数不过来。形容为数很多。,zhi,bu,sheng,qu,zhǐ,bù,shèng,qū,清·陈康祺《郎潜记闻》：“本朝大臣夺情任事者，指不胜屈。”
11758,指,东,画,西,远远望着应伯爵与王妈妈二人，～，见了他来，便各自走散。（明·兰陵笑笑生《金瓶梅词话》第一回）,指说话时的手势动作。比喻说话避开主题，东拉西扯。,zhi,dong,hua,xi,zhǐ,dōng,huà,xī,宋·释普济《五灯会元》卷十四：“说青道黄，指东划西。”宋·释惟白《续传灯录》：“际出今日去却之乎者也，更不指东画西。”
11759,指,腹,为,婚,彼时九王爷因娘娘又怀身孕，曾与骆老爷～，倘生郡主，情愿与骆公子再续前姻。（清·李汝珍《镜花缘》第五十六回）,在怀孕时就为子女定下婚约。,zhi,fu,wei,hun,zhǐ,fù,wéi,hūn,《魏书·王宝兴传》：“汝等将来所生，皆我之自出，可指腹为亲。”
11760,指,挥,若,定,他刚刚坐定，这一大群人已经跟了进来，用各种阿谀逢迎的言词称颂他神机妙算，“～”。（姚雪垠《李自成》第一卷第十一章）,形容态度冷静，考虑周全，指挥起来就象一切都事先规定好了似的。,zhi,hui,ruo,ding,zhǐ,huī,ruò,dìng,唐·杜甫《咏怀古迹》诗：“伯仲之间见伊吕，指挥若定失萧曹。”
11761,指,鹿,为,马,东床已招佳婿，何似以羊易牛；西邻纵有责言，终难～。（明·冯梦龙《醒世恒言》卷七）,指着鹿，说是马。比喻故意颠倒黑白，混淆是非。,zhi,lu,wei,ma,zhǐ,lù,wéi,mǎ,《史记·秦始皇本纪》：“赵高欲为乱，恐群臣不听，乃先设验，持鹿献于二世，曰：‘马也。’二世笑曰：‘丞相误邪？谓鹿为马。’问左右，左右或默，或言马以阿顺赵高。”
11762,指,鸡,骂,狗,你有话直说好了，用不着～。,指着鸡骂狗。比喻表面上骂这个人，实际上是骂那个人。,zhi,ji,ma,gou,zhǐ,jī,mà,gǒu,
11763,指,名,道,姓,人家又没有～，你动不动就东拉西扯地胡缠些什么？（欧阳山《三家巷》一）,明确指出姓和名。,zhi,ming,dao,xing,zhǐ,míng,dào,xìng,
11764,指,日,可,待,,指日：可以指出日期，为期不远；待：期待。为期不远，不久就可以实现。,zhi,ri,ke,dai,zhǐ,rì,kě,dài,清·钱彩《说岳全传》第三十一回：“是以我主上神佑，泥马渡江，正位金陵，用贤任能，中兴指日可待。”
11765,指,日,可,下,这最后的抵抗如被冲破，武昌城便～。（郭沫若《革命春秋·北伐途次》）,表示不久就可以攻下。,zhi,ri,ke,xia,zhǐ,rì,kě,xià,
11766,指,桑,骂,槐,咱们家所有的这些管家奶奶，那一个是好缠的？错一点儿他们就笑话打趣，偏一点儿他们就～的抱怨。（清·曹雪芹《红楼梦》第十六回,指着桑树骂槐树。比喻表面上骂这个人，实际上是骂那个人。,zhi,sang,ma,huai,zhǐ,sāng,mà,huái,
11767,指,山,说,磨,如何远打周折，～，拿人家来比奴一节，不是那样人。（明·兰陵笑笑生《金瓶梅词话》第十回）,比喻错此说彼。,zhi,shan,shuo,mo,zhǐ,shān,shuō,mò,
11768,指,手,画,脚,站在他们前头领导他们呢？还是站在他们后头～地批评他们呢？（毛泽东《湖南农民运动考察报告》）,指说话时做出各种动作。形容说话时放肆或得意忘形。,zhi,shou,hua,jiao,zhǐ,shǒu,huà,jiǎo,明·施耐庵《水浒全传》第七十五回：“见这李虞侯、张干办在宋江前面指手划脚，你来我去，都有心要杀这厮，只是碍着宋江一个，不敢下手。”
11769,指,天,画,地,唐先生方站在台上，兴高采烈，～的在那里开始他的雄辩。（清·曾朴《孽海花》第三十四回）,形容说话没有顾忌，目中无人。,zhi,tian,hua,di,zhǐ,tiān,huà,dì,《史记·魏其武安侯列传》：“招聚天下豪杰壮士与论议，腹诽而心谤，不仰视天而俯画地，辟倪两宫间，幸天下有变，而欲有大功。”《后汉书·侯霸传》：“歆指天画地，言甚刚切，坐免，归田里。”
11770,指,天,射,鱼,,向着天空去射河里的鱼。比喻办事一定落空。,zhi,tian,she,yu,zhǐ,tiān,shè,yú,汉·刘向《说苑·尊贤》：“譬其若夏至之日而欲夜之长也，射鱼指天而欲发之当也。”
11771,指,天,誓,日,,誓：发誓。指着天对着太阳发誓。表示意志坚决或对人表示忠诚。,zhi,tian,shi,ri,zhǐ,tiān,shì,rì,唐·韩愈《柳子厚墓志铭》：“指天日涕泣，誓生死不相背负，真若可信。”
11772,指,雁,为,羹,,比喻用空想来安慰自己。,zhi,yan,wei,geng,zhǐ,yàn,wéi,gēng,
11773,治,病,救,人,对犯有错误的同学，我们应采取～的态度，帮助他们进步。,治好病把人挽救过来。比喻帮助犯错误的人改正错误。,zhi,bing,jiu,ren,zhì,bìng,jiù,rén,
11774,治,国,安,民,十一届三中全会以来，中央政府实行了一整套～的措施。,治：治理；安：安定。治理国家，安定人民。,zhi,guo,an,min,zhì,guó,ān,mín,《汉书·食货志上》：“财者，帝王所以聚人守位，养成群生，奉顺天德，治国安民之本也。”
11775,治,丝,益,棼,以今日外交吃紧，若舍事实而争言法理，势必旷日持久，～，陆沉之忧，悬于眉睫。（蔡东藩、许廑父《民国通俗演义》第九十九回）,治：整理；益：越发；棼：纷乱。理丝不找头绪，结果越理越乱。比喻解决问题的方法不对头，反而使问题更加复杂。,zhi,si,yi,fen,zhì,sī,yì,fén,《左传·隐公四年》：“臣闻以德和民，不闻以乱。以乱，犹治丝而棼之也。”
11776,志,大,才,疏,此人言过其实，～。,疏：粗疏，薄弱。指人志向大而才具不够。,zhi,da,cai,shu,zhì,dà,cái,shū,《后汉书·孔融传》：“融负其高气，志在靖难，而才疏意广，迄无成功。”
11777,志,得,意,满,不料那吴佩孚正在～之时，越发做作得厉害，只回了四个大字：“交叶开鑫。”（陈立德《前驱》七）,志向实现，心满意足。,zhi,de,yi,man,zhì,dé,yì,mǎn,明·凌濛初《初刻拍案惊奇》卷三十八：“未免志得意满，自繇自主，要另立个铺排，把张家来出景，渐渐把丈人丈母放在脑后，倒象人家不是刘家的一般。”
11778,志,坚,行,苦,,行：行为。指意志坚定，行为刻苦。,zhi,jian,xing,ku,zhì,jiān,xíng,kǔ,唐·李公佐《谢小娥传》：“娥志坚行苦，霜舂雨薪，不倦筋力，十三年四月，始受具戒于泗州开元寺，竟以小娥为法号，不忘本也。”
11779,志,美,行,厉,,志向高远，又能砥砺操行。,zhi,mei,xing,li,zhì,měi,xíng,lì,《后汉书·张堪传》：“年十六，受业长安，志美行厉，诸儒号曰圣童。”
11780,志,士,仁,人,,原指仁爱而有节操，能为正义牺牲生命的人。现在泛指爱国而为革命事业出力的人。,zhi,shi,ren,ren,zhì,shì,rén,rén,《论语·卫灵公》：“志士仁人，无求生以害仁，有杀身以成仁。”
11781,志,同,道,合,两人起先虽觉得～，后来子美的热狂冷了。（闻一多《杜甫》）,道：途径。志趣相同，意见一致。,zhi,tong,dao,he,zhì,tóng,dào,hé,《三国志·魏志·陈思王植传》：“昔伊尹之为媵臣，至贱也，吕尚之处屠钓，至陋也，乃其见举于汤武、周文，诚道合志同，玄漠神通，岂复假近习之荐，因左右之介哉。”
11782,志,在,四,方,,四方：天下。有远大的抱负和理想。,zhi,zai,si,fang,zhì,zài,sì,fāng,明·冯梦龙《东周列国志》第二十五回：“妾闻‘男子志在四方’。君壮年不出图仕，乃区区守妻子坐困乎？”
11783,栉,风,沐,雨,～三十余年，扫荡群凶，与百姓除害，使汉室复存。（明·罗贯中《三国演义》第六十一回）,栉：梳头发；沐：洗头发。风梳发，雨洗头。形容人经常在外面不顾风雨地辛苦奔波。,zhi,feng,mu,yu,zhì,fēng,mù,yǔ,《庄子·天下》：“沐甚雨，栉疾风。”
11784,至,大,至,刚,他说“～”，说“养勇”，都是带有战斗性的。（朱自清《论气节》）,至：最，极。极其正大、刚强。,zhi,da,zhi,gang,zhì,dà,zhì,gāng,《孟子·公孙丑上》：“其为气也，至大至刚，以直养而无害，则塞于天地之间。”
11785,至,当,不,易,,至：极；当：恰当；易：改变。形容极为恰当，不能改变。,zhi,dang,bu,yi,zhì,dàng,bù,yì,明·李贽《焚书·读史·孔明为后主写申韩管子六韬》：“故汲长孺谓其内多欲而外施仁义，而论六家要指者，又以‘博而寡要，劳而少功’八字概之，可谓至当不易之定论。”
11786,至,高,无,上,只要能把国家从水深火热里救出来，他就是～的英雄。（梁斌《红旗谱》四十二）,至：最。高到顶点，再也没有更高的了。,zhi,gao,wu,shang,zhì,gāo,wú,shàng,《淮南子·缪称训》：“道至高无上，至深无下，平乎准，直乎绳，圆乎规，方乎矩。”汉·许慎《说文解字·一部》：“天，颠也。至高无上，从一大。”
11787,至,理,名,言,“你不自轻自贱，人家就不能看轻你”。这话倒说得不错，这也是～。（老舍《鼓书艺人》十二）,至：最；名：有名声的。最正确的道理，最精辟的言论。,zhi,li,ming,yan,zhì,lǐ,míng,yán,
11788,至,亲,骨,肉,,关系最近的亲人。,zhi,qin,gu,rou,zhì,qīn,gǔ,ròu,明·凌濛初《初刻拍案惊奇》卷二：“除是至亲骨肉，缓和疼痛日在面前的，用意体察，才看得出来。”
11789,至,人,无,梦,,至人：指思想道德等方面达到最高境界的人。品德高尚的人，不会做想入非非的梦。,zhi,ren,wu,meng,zhì,rén,wú,mèng,清·钱彩《说岳全传》第五十九回：“自古至人无梦，梦境忽来，未必无兆。”
11790,至,圣,先,师,,至：最。旧时特指孔子。,zhi,sheng,xian,shi,zhì,shèng,xiān,shī,《礼记·中庸》：“唯天下至圣，为能联盟睿知，足以有临也。”《礼记·文王世子》：“凡始立学者，必释奠于先圣先师。”
11791,至,圣,至,明,,至：极。最神圣最贤明。旧时用以称颂帝王。,zhi,sheng,zhi,ming,zhì,shèng,zhì,míng,宋·孙光宪《北梦琐言》卷一：“臣等闻玄祖之道，用慈俭为先；素王之风，以仁义是首，相沿百世，作则千年，至圣至明，不可易也。”
11792,至,死,不,变,,纛：到。到死不改变（现常用在坏的方面）。,zhi,si,bu,bian,zhì,sǐ,bù,biàn,《礼记·中庸》：“国无道，至死不变，强哉矫。”
11793,至,死,不,悟,,至：到；悟：醒悟。到死也不醒悟。,zhi,si,bu,wu,zhì,sǐ,bù,wù,唐·柳完元《临江之麋》：“麋出门，见外犬在道甚众，走欲与为戏。外犬见而喜且怒，共杀食之，狼藉道上。麋至死不悟。”
11794,至,死,靡,它,,至：到；靡：没有；它：别的。到死也不变心。形容爱情专一，致死不变。现也形容立场坚定。,zhi,si,mi,ta,zhì,sǐ,mǐ,tā,《诗经·鄘风·柏舟》：“之死矢靡它，母也天只，不谅人只。”
11795,掷,地,有,声,,金石：钟磬之类的乐器，声音清脆优美。比喻文章文辞优美，语言铿锵有力。,zhi,di,you,sheng,zhì,dì,yǒu,shēng,《晋书·孙绰传》：“卿试掷地，当作金石声也。”
11796,掷,果,潘,安,今日为头看，看你个离魂倩女，怎生的～。（元·王实甫《西厢记》第三本第二折）,旧时比喻为女子所爱慕的美男子。,zhi,guo,pan,an,zhì,guǒ,pān,ān,南朝宋·刘义庆《世说新语·容止》：“潘岳妙有姿容，好神情。少时挟弹出洛阳道，妇人遇者，莫不连手共萦之。”刘孝标注引《语林》：“安仁至美，每行，老妪以果掷之满车。”
11797,置,若,罔,闻,宁荣两府上下内外人等，莫不～，独有宝玉～。（清·曹雪芹《红楼梦》第十六回）,置：放，摆；若：好象。放在一边，好象没有听见似的。指不予理睬。,zhi,ruo,wang,wen,zhì,ruò,wǎng,wén,
11798,置,身,事,外,悲观的由来，是在～不辩是非，而偏要关心于文坛，或者竟是自己坐在没落的营盘里。（鲁迅《准风月谈·“中国文坛的悲观”》）,身：自身。把自己放在事情之外，毫不关心。,zhi,shen,shi,wai,zhì,shēn,shì,wài,清·李宝嘉《文明小史》第三十五回：“这彭仲翔却在背后袖手旁观，置身事外。”
11799,置,水,之,情,,表示人民对官吏公正清廉的期望。,zhi,shui,zhi,qing,zhì,shuǐ,zhī,qíng,《后汉书·庞参传》：“棠不与言，但以薤一大本，水一盂，置户屏前，自抱孙儿伏于户下。主簿白以为倨。参思其微意，良久曰：‘棠是欲晓太守也。水者，欲吾清也。’”
11800,置,之,不,理,老师批评他，他～。,之：代词，它；理：理睬。放在一边，不理不睬。,zhi,zhi,bu,li,zhì,zhī,bù,lǐ,清·黄小配《廿载繁华梦》第十六回：“各人听了，反不以为是，就有说他是嫌钱多的，又有说他是愿贫不愿富的，邓仪卿种种置之不理而已。”
11801,置,之,度,外,七十老翁，死生早～，由他去吧。（清·曾朴《孽海花》第二十七回）,度：考虑。放在考虑之外。指不把个人的生死利害等放在心上。,zhi,zhi,du,wai,zhì,zhī,dù,wài,《后汉书·隗嚣传》：“帝积苦兵间，以嚣子内侍，公孙述远据边陲，乃谓诸将曰：‘且当置此两子于度外耳。’”
11802,置,之,脑,后,贾家三兄弟自从拜在姚拨贡名下，便把这孟老夫子～。（清·李宝嘉《文明小史》第十四回）,放在一边不再想起。,zhi,zhi,nao,hou,zhì,zhī,nǎo,hòu,
11803,置,之,死,地,,有意使人处于无法生存下去的境地。,zhi,zhi,si,di,zhì,zhī,sǐ,dì,《孙子·九地》：“投之亡地然后存，陷之死地然后生。”
11804,置,诸,高,阁,,捆起来以后放在高高的架子上。比喻放着不用。,zhi,zhu,gao,ge,zhì,zhū,gāo,gé,
11805,窒,碍,难,行,,窒：阻塞不通。阻碍太多，难以实行。,zhi,ai,nan,xing,zhì,ài,nán,xíng,清·龚自珍《答人问关内侯》：“夫支孽尽封，则国祚愈长久，愈窒碍难行，寰海不能容支孽。”
